availability,brand,category,currency,current_price,delivery_estimate,description,dimensions,discount_percentage,features,is_complete,last_updated,model_number,original_price,platform,product_id,product_image_url,product_name,product_rating,product_reviews_count,product_url,scraped_at,scraping_errors,seller_name,seller_rating,seller_reviews_count,shipping_info,sku,specifications,subcategory,tags,weight
,,,INR,89.47,,,,24.0,,True,,,89.47,BigBasket,40225769,,"fresho! Organic - Desi Banana, 1 kg",,,https://www.bigbasket.com/pd/40225769/fresho-organic-desi-banana-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=15&t_s=Organic%2520-%2520Desi%2520Banana,2025-08-21T04:19:12.854695,,,,,,,,,,
,,,INR,59.28,,,,24.0,,True,,,78.0,BigBasket,40129357,,"fresho! Banana - Yelakki, 6 pcs",,,https://www.bigbasket.com/pd/40129357/fresho-banana-yelakki-6-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=14&t_s=Banana%2520-%2520Yelakki,2025-08-21T04:19:15.372019,,,,,,,,,,
,,,INR,27.0,,,,39.0,,True,,,44.0,BigBasket,40179391,,"fresho! Banana - Robusta, Small, 500 g (Approx. 5 - 6 pcs)",,,https://www.bigbasket.com/pd/40179391/fresho-baby-banana-robusta-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=Banana%2520-%2520Robusta%252C%2520Small,2025-08-21T04:19:18.290316,,,,,,,,,,
,,,INR,38.72,,,,12.0,,True,,,44.0,BigBasket,20003403,,"fresho! Banana Leaf, 5 pcs",,,https://www.bigbasket.com/pd/20003403/fresho-banana-leaf-5-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=12&t_s=Banana%2520Leaf,2025-08-21T04:19:20.747717,,,,,,,,,,
,,,INR,116.8,,,,20.0,,True,,,146.0,BigBasket,40229396,,"fresho! Banana - Nendran, Organically Grown, 1 kg",,,https://www.bigbasket.com/pd/40229396/fresho-banana-nendran-organically-grown-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=11&t_s=Banana%2520-%2520Nendran%252C%2520Organically%2520Grown,2025-08-21T04:19:23.117293,,,,,,,,,,
,,,INR,98.0,,,,42.0,,True,,,169.0,BigBasket,10000582,,"fresho! Banana - Red, 1 kg",,,https://www.bigbasket.com/pd/10000582/fresho-banana-red-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=10&t_s=Banana%2520-%2520Red,2025-08-21T04:19:26.159876,,,,,,,,,,
,,,INR,64.24,,,,12.0,,True,,,73.0,BigBasket,10000167,,"fresho! Banana - Raw Green (Loose), 1 kg",,,https://www.bigbasket.com/pd/10000167/fresho-banana-raw-green-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=9&t_s=Banana%2520-%2520Raw%2520Green%2520%2528Loose%2529,2025-08-21T04:19:28.250754,,,,,,,,,,
,,,INR,71.44,,,,24.0,,True,,,94.0,BigBasket,60000058,,"fresho! Banana - Karpooravalli, 1 kg",,,https://www.bigbasket.com/pd/60000058/fresho-banana-karpooravalli-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=8&t_s=Banana%2520-%2520Karpooravalli,2025-08-21T04:19:30.744801,,,,,,,,,,
,,,INR,95.76,,,,24.0,,True,,,126.0,BigBasket,10000346,,"fresho! Banana - Nendran, 1 kg",,,https://www.bigbasket.com/pd/10000346/fresho-banana-nendran-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Banana%2520-%2520Nendran,2025-08-21T04:19:32.840708,,,,,,,,,,
,,,INR,65.5,,,,31.0,,True,,,95.0,BigBasket,10000025,,"fresho! Banana - Robusta, 1 kg (Approx. 6 - 8 pcs)",,,https://www.bigbasket.com/pd/10000025/fresho-banana-robusta-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Banana%2520-%2520Robusta,2025-08-21T04:19:35.541414,,,,,,,,,,
