date,product_name,retailer,price_inr
2024-09-24,Apple Watch Series 11,RelianceDigital,44129.71
2024-09-24,Apple Watch Series 11,Croma,43223.7
2024-09-24,Samsung Galaxy Watch 7,Amazon.in,30913.84
2024-09-24,Samsung Galaxy Watch 7,Flipkart,30943.08
2024-09-24,Samsung Galaxy Watch 7,RelianceDigital,30025.83
2024-09-24,Samsung Galaxy Watch 7,Croma,31048.06
2024-09-24,Samsung 55-inch QLED TV,Amazon.in,86192.59
2024-09-24,Samsung 55-inch QLED TV,Flipkart,87281.16
2024-09-24,Samsung 55-inch QLED TV,RelianceDigital,85648.64
2024-09-24,Samsung 55-inch QLED TV,Croma,88144.64
2024-09-24,LG C5 65-inch OLED TV,Amazon.in,248428.45
2024-09-24,LG C5 65-inch OLED TV,Flipkart,244847.22
2024-09-24,LG C5 65-inch OLED TV,RelianceDigital,259612.72
2024-09-24,LG C5 65-inch OLED TV,Croma,247011.68
2024-09-24,Sony PlayStation 5 Pro,Amazon.in,54396.25
2024-09-24,Sony PlayStation 5 Pro,Flipkart,55606.52
2024-09-24,Sony PlayStation 5 Pro,RelianceDigital,53334.69
2024-09-24,Sony PlayStation 5 Pro,Croma,57224.85
2024-09-24,Canon EOS R7 Camera,Amazon.in,128805.25
2024-09-24,Canon EOS R7 Camera,Flipkart,141164.77
2024-09-24,Canon EOS R7 Camera,RelianceDigital,138460.83
2024-09-24,Canon EOS R7 Camera,Croma,131441.1
2024-09-24,DJI Mini 5 Pro Drone,Amazon.in,85034.5
2024-09-24,DJI Mini 5 Pro Drone,Flipkart,92639.64
2024-09-24,DJI Mini 5 Pro Drone,RelianceDigital,91422.81
2024-09-24,DJI Mini 5 Pro Drone,Croma,91849.38
2024-09-24,Logitech MX Master 4 Mouse,Amazon.in,8152.3
2024-09-24,Logitech MX Master 4 Mouse,Flipkart,7648.33
2024-09-24,Logitech MX Master 4 Mouse,RelianceDigital,7814.78
2024-09-24,Logitech MX Master 4 Mouse,Croma,7637.74
2024-09-25,iPhone 16,Amazon.in,88917.84
2024-09-25,iPhone 16,Flipkart,93981.12
2024-09-25,iPhone 16,RelianceDigital,92426.35
2024-09-25,iPhone 16,Croma,90709.09
2024-09-25,Samsung Galaxy S26 Ultra,Amazon.in,119279.12
2024-09-25,Samsung Galaxy S26 Ultra,Flipkart,119018.19
2024-09-25,Samsung Galaxy S26 Ultra,RelianceDigital,118575.68
2024-09-25,Samsung Galaxy S26 Ultra,Croma,129277.69
2024-09-25,Google Pixel 10 Pro,Amazon.in,85183.96
2024-09-25,Google Pixel 10 Pro,Flipkart,86005.86
2024-09-25,Google Pixel 10 Pro,RelianceDigital,80466.45
2024-09-25,Google Pixel 10 Pro,Croma,88518.59
2024-09-25,OnePlus 14,Amazon.in,72163.82
2024-09-25,OnePlus 14,Flipkart,68130.37
2024-09-25,OnePlus 14,RelianceDigital,67541.54
2024-09-25,OnePlus 14,Croma,67797.35
2024-09-25,Dell XPS 15,Amazon.in,185776.86
2024-09-25,Dell XPS 15,Flipkart,190304.17
2024-09-25,Dell XPS 15,RelianceDigital,188237.35
2024-09-25,Dell XPS 15,Croma,185727.14
2024-09-25,Apple MacBook Air (M4),Amazon.in,119977.82
2024-09-25,Apple MacBook Air (M4),Flipkart,114567.54
2024-09-25,Apple MacBook Air (M4),RelianceDigital,116029.49
2024-09-25,Apple MacBook Air (M4),Croma,117618.58
2024-09-25,HP Spectre x360,Amazon.in,161544.54
2024-09-25,HP Spectre x360,Flipkart,165947.76
2024-09-25,HP Spectre x360,RelianceDigital,156320.82
2024-09-25,HP Spectre x360,Croma,161591.7
2024-09-25,Lenovo Legion 5 Pro,Amazon.in,141950.85
2024-09-25,Lenovo Legion 5 Pro,Flipkart,134438.19
2024-09-25,Lenovo Legion 5 Pro,RelianceDigital,142178.11
2024-09-25,Lenovo Legion 5 Pro,Croma,135805.81
2024-09-25,Sony WH-1000XM6 Headphones,Amazon.in,28345.1
2024-09-25,Sony WH-1000XM6 Headphones,Flipkart,31126.75
2024-09-25,Sony WH-1000XM6 Headphones,RelianceDigital,31193.97
2024-09-25,Sony WH-1000XM6 Headphones,Croma,30707.07
2024-09-25,Apple AirPods Pro 3,Amazon.in,24174.19
2024-09-25,Apple AirPods Pro 3,Flipkart,23668.94
2024-09-25,Apple AirPods Pro 3,RelianceDigital,25251.99
2024-09-25,Apple AirPods Pro 3,Croma,24618.11
2024-09-25,Bose QuietComfort Ultra Earbuds,Amazon.in,25951.03
2024-09-25,Bose QuietComfort Ultra Earbuds,Flipkart,27125.93
2024-09-25,Bose QuietComfort Ultra Earbuds,RelianceDigital,25619.4
2024-09-25,Bose QuietComfort Ultra Earbuds,Croma,27991.59
2024-09-25,JBL Flip 7 Speaker,Amazon.in,9516.24
2024-09-25,JBL Flip 7 Speaker,Flipkart,9953.1
2024-09-25,JBL Flip 7 Speaker,RelianceDigital,9623.28
2024-09-25,JBL Flip 7 Speaker,Croma,9837.43
2024-09-25,Apple Watch Series 11,Amazon.in,42870.36
2024-09-25,Apple Watch Series 11,Flipkart,40972.66
2024-09-25,Apple Watch Series 11,RelianceDigital,44318.7
2024-09-25,Apple Watch Series 11,Croma,43458.13
2024-09-25,Samsung Galaxy Watch 7,Amazon.in,31119.56
2024-09-25,Samsung Galaxy Watch 7,Flipkart,30993.32
2024-09-25,Samsung Galaxy Watch 7,RelianceDigital,30230.57
2024-09-25,Samsung Galaxy Watch 7,Croma,31188.22
2024-09-25,Samsung 55-inch QLED TV,Amazon.in,85722.6
2024-09-25,Samsung 55-inch QLED TV,Flipkart,87014.28
2024-09-25,Samsung 55-inch QLED TV,RelianceDigital,85341.72
2024-09-25,Samsung 55-inch QLED TV,Croma,87687.95
2024-09-25,LG C5 65-inch OLED TV,Amazon.in,248378.98
2024-09-25,LG C5 65-inch OLED TV,Flipkart,244584.26
2024-09-25,LG C5 65-inch OLED TV,RelianceDigital,259592.77
2024-09-25,LG C5 65-inch OLED TV,Croma,247263.57
2024-09-25,Sony PlayStation 5 Pro,Amazon.in,54797.58
2024-09-25,Sony PlayStation 5 Pro,Flipkart,55746.97
2024-09-25,Sony PlayStation 5 Pro,RelianceDigital,53828.77
2024-09-25,Sony PlayStation 5 Pro,Croma,57287.68
2024-09-25,Canon EOS R7 Camera,Amazon.in,128636.97
2024-09-25,Canon EOS R7 Camera,Flipkart,141178.48
2024-09-25,Canon EOS R7 Camera,RelianceDigital,138389.21
2024-09-25,Canon EOS R7 Camera,Croma,131135.68
2024-09-25,DJI Mini 5 Pro Drone,Amazon.in,84899.46
2024-09-25,DJI Mini 5 Pro Drone,Flipkart,92430.14
2024-09-25,DJI Mini 5 Pro Drone,RelianceDigital,91198.45
2024-09-25,DJI Mini 5 Pro Drone,Croma,91888.17
2024-09-25,Logitech MX Master 4 Mouse,Amazon.in,8162.38
2024-09-25,Logitech MX Master 4 Mouse,Flipkart,7643.1
2024-09-25,Logitech MX Master 4 Mouse,RelianceDigital,7834.31
2024-09-25,Logitech MX Master 4 Mouse,Croma,7647.79
2024-09-26,iPhone 16,Amazon.in,89230.31
2024-09-26,iPhone 16,Flipkart,94315.13
2024-09-26,iPhone 16,RelianceDigital,92485.36
2024-09-26,iPhone 16,Croma,90815.74
2024-09-26,Samsung Galaxy S26 Ultra,Amazon.in,119659.2
2024-09-26,Samsung Galaxy S26 Ultra,Flipkart,119409.31
2024-09-26,Samsung Galaxy S26 Ultra,RelianceDigital,118815.72
2024-09-26,Samsung Galaxy S26 Ultra,Croma,129575.12
2024-09-26,Google Pixel 10 Pro,Amazon.in,85681.17
2024-09-26,Google Pixel 10 Pro,Flipkart,86241.42
2024-09-26,Google Pixel 10 Pro,RelianceDigital,80869.99
2024-09-26,Google Pixel 10 Pro,Croma,88829.94
2024-09-26,OnePlus 14,Amazon.in,72045.78
2024-09-26,OnePlus 14,Flipkart,68190.8
2024-09-26,OnePlus 14,RelianceDigital,67564.54
2024-09-26,OnePlus 14,Croma,67818.82
2024-09-26,Dell XPS 15,Amazon.in,186887.04
2024-09-26,Dell XPS 15,Flipkart,191076.94
2024-09-26,Dell XPS 15,RelianceDigital,189250.42
2024-09-26,Dell XPS 15,Croma,186358.34
2024-09-26,Apple MacBook Air (M4),Amazon.in,120106.44
2024-09-26,Apple MacBook Air (M4),Flipkart,114604.87
2024-09-26,Apple MacBook Air (M4),RelianceDigital,116119.98
2024-09-26,Apple MacBook Air (M4),Croma,117827.43
2024-09-26,HP Spectre x360,Amazon.in,160795.49
2024-09-26,HP Spectre x360,Flipkart,166075.93
2024-09-26,HP Spectre x360,RelianceDigital,155473.4
2024-09-26,HP Spectre x360,Croma,160648.46
2024-09-26,Lenovo Legion 5 Pro,Amazon.in,142694.6
2024-09-26,Lenovo Legion 5 Pro,Flipkart,135121.9
2024-09-26,Lenovo Legion 5 Pro,RelianceDigital,142853.57
2024-09-26,Lenovo Legion 5 Pro,Croma,136452.14
2024-09-26,Sony WH-1000XM6 Headphones,Amazon.in,28327.83
2024-09-26,Sony WH-1000XM6 Headphones,Flipkart,31052.53
2024-09-26,Sony WH-1000XM6 Headphones,RelianceDigital,31180.27
2024-09-26,Sony WH-1000XM6 Headphones,Croma,30647.37
2024-09-26,Apple AirPods Pro 3,Amazon.in,24278.75
2024-09-26,Apple AirPods Pro 3,Flipkart,23729.75
2024-09-26,Apple AirPods Pro 3,RelianceDigital,25282.62
2024-09-26,Apple AirPods Pro 3,Croma,24672.78
2024-09-26,Bose QuietComfort Ultra Earbuds,Amazon.in,25990.36
2024-09-26,Bose QuietComfort Ultra Earbuds,Flipkart,27119.68
2024-09-26,Bose QuietComfort Ultra Earbuds,RelianceDigital,25600.26
2024-09-26,Bose QuietComfort Ultra Earbuds,Croma,28030.32
2024-09-26,JBL Flip 7 Speaker,Amazon.in,9522.68
2024-09-26,JBL Flip 7 Speaker,Flipkart,9946.08
2024-09-26,JBL Flip 7 Speaker,RelianceDigital,9617.19
2024-09-26,JBL Flip 7 Speaker,Croma,9845.03
2024-09-26,Apple Watch Series 11,Amazon.in,42536.64
2024-09-26,Apple Watch Series 11,Flipkart,40627.39
2024-09-26,Apple Watch Series 11,RelianceDigital,44006.28
2024-09-26,Apple Watch Series 11,Croma,43195.64
2024-09-26,Samsung Galaxy Watch 7,Amazon.in,31150.86
2024-09-26,Samsung Galaxy Watch 7,Flipkart,31101.44
2024-09-26,Samsung Galaxy Watch 7,RelianceDigital,30298.71
2024-09-26,Samsung Galaxy Watch 7,Croma,31195.08
2024-09-26,Samsung 55-inch QLED TV,Amazon.in,85667.48
2024-09-26,Samsung 55-inch QLED TV,Flipkart,86786.44
2024-09-26,Samsung 55-inch QLED TV,RelianceDigital,85286.12
2024-09-26,Samsung 55-inch QLED TV,Croma,87583.47
2024-09-26,LG C5 65-inch OLED TV,Amazon.in,248643.45
2024-09-26,LG C5 65-inch OLED TV,Flipkart,244321.92
2024-09-26,LG C5 65-inch OLED TV,RelianceDigital,260013.07
2024-09-26,LG C5 65-inch OLED TV,Croma,248164.79
2024-09-26,Sony PlayStation 5 Pro,Amazon.in,54737.77
2024-09-26,Sony PlayStation 5 Pro,Flipkart,55739.98
2024-09-26,Sony PlayStation 5 Pro,RelianceDigital,53853.05
2024-09-26,Sony PlayStation 5 Pro,Croma,57188.55
2024-09-26,Canon EOS R7 Camera,Amazon.in,128710.54
2024-09-26,Canon EOS R7 Camera,Flipkart,141215.34
2024-09-26,Canon EOS R7 Camera,RelianceDigital,138448.88
2024-09-26,Canon EOS R7 Camera,Croma,130964.0
2024-09-26,DJI Mini 5 Pro Drone,Amazon.in,84863.34
2024-09-26,DJI Mini 5 Pro Drone,Flipkart,92479.42
2024-09-26,DJI Mini 5 Pro Drone,RelianceDigital,91420.84
2024-09-26,DJI Mini 5 Pro Drone,Croma,92021.89
2024-09-26,Logitech MX Master 4 Mouse,Amazon.in,8245.74
2024-09-26,Logitech MX Master 4 Mouse,Flipkart,7684.75
2024-09-26,Logitech MX Master 4 Mouse,RelianceDigital,7902.69
2024-09-26,Logitech MX Master 4 Mouse,Croma,7704.0
2024-09-27,iPhone 16,Amazon.in,90157.87
2024-09-27,iPhone 16,Flipkart,94833.53
2024-09-27,iPhone 16,RelianceDigital,92987.89
2024-09-27,iPhone 16,Croma,91352.83
2024-09-27,Samsung Galaxy S26 Ultra,Amazon.in,118323.61
2024-09-27,Samsung Galaxy S26 Ultra,Flipkart,118331.23
2024-09-27,Samsung Galaxy S26 Ultra,RelianceDigital,117687.58
2024-09-27,Samsung Galaxy S26 Ultra,Croma,128580.38
2024-09-27,Google Pixel 10 Pro,Amazon.in,85780.55
2024-09-27,Google Pixel 10 Pro,Flipkart,86620.7
2024-09-27,Google Pixel 10 Pro,RelianceDigital,81075.99
2024-09-27,Google Pixel 10 Pro,Croma,88785.02
2024-09-27,OnePlus 14,Amazon.in,71682.84
2024-09-27,OnePlus 14,Flipkart,68006.18
2024-09-27,OnePlus 14,RelianceDigital,67136.88
2024-09-27,OnePlus 14,Croma,67816.8
2024-09-27,Dell XPS 15,Amazon.in,187886.14
2024-09-27,Dell XPS 15,Flipkart,191581.39
2024-09-27,Dell XPS 15,RelianceDigital,189279.46
2024-09-27,Dell XPS 15,Croma,187529.44
2024-09-27,Apple MacBook Air (M4),Amazon.in,119971.88
2024-09-27,Apple MacBook Air (M4),Flipkart,114779.72
2024-09-27,Apple MacBook Air (M4),RelianceDigital,115639.74
2024-09-27,Apple MacBook Air (M4),Croma,117574.49
2024-09-27,HP Spectre x360,Amazon.in,160711.6
2024-09-27,HP Spectre x360,Flipkart,166003.57
2024-09-27,HP Spectre x360,RelianceDigital,155251.19
2024-09-27,HP Spectre x360,Croma,160763.39
2024-09-27,Lenovo Legion 5 Pro,Amazon.in,141855.11
2024-09-27,Lenovo Legion 5 Pro,Flipkart,134504.77
2024-09-27,Lenovo Legion 5 Pro,RelianceDigital,142276.14
2024-09-27,Lenovo Legion 5 Pro,Croma,136008.09
2024-09-27,Sony WH-1000XM6 Headphones,Amazon.in,28413.04
2024-09-27,Sony WH-1000XM6 Headphones,Flipkart,31043.01
2024-09-27,Sony WH-1000XM6 Headphones,RelianceDigital,31145.18
2024-09-27,Sony WH-1000XM6 Headphones,Croma,30785.13
2024-09-27,Apple AirPods Pro 3,Amazon.in,24305.76
2024-09-27,Apple AirPods Pro 3,Flipkart,23708.83
2024-09-27,Apple AirPods Pro 3,RelianceDigital,25376.54
2024-09-27,Apple AirPods Pro 3,Croma,24693.64
2024-09-27,Bose QuietComfort Ultra Earbuds,Amazon.in,26129.29
2024-09-27,Bose QuietComfort Ultra Earbuds,Flipkart,27220.36
2024-09-27,Bose QuietComfort Ultra Earbuds,RelianceDigital,25797.29
2024-09-27,Bose QuietComfort Ultra Earbuds,Croma,28228.95
2024-09-27,JBL Flip 7 Speaker,Amazon.in,9505.61
2024-09-27,JBL Flip 7 Speaker,Flipkart,9951.29
2024-09-27,JBL Flip 7 Speaker,RelianceDigital,9615.95
2024-09-27,JBL Flip 7 Speaker,Croma,9858.0
2024-09-27,Apple Watch Series 11,Amazon.in,42308.22
2024-09-27,Apple Watch Series 11,Flipkart,40523.71
2024-09-27,Apple Watch Series 11,RelianceDigital,43926.73
2024-09-27,Apple Watch Series 11,Croma,42874.31
2024-09-27,Samsung Galaxy Watch 7,Amazon.in,30949.59
2024-09-27,Samsung Galaxy Watch 7,Flipkart,30828.89
2024-09-27,Samsung Galaxy Watch 7,RelianceDigital,30140.38
2024-09-27,Samsung Galaxy Watch 7,Croma,31093.61
2024-09-27,Samsung 55-inch QLED TV,Amazon.in,86263.7
2024-09-27,Samsung 55-inch QLED TV,Flipkart,87207.84
2024-09-27,Samsung 55-inch QLED TV,RelianceDigital,85965.25
2024-09-27,Samsung 55-inch QLED TV,Croma,87754.15
2024-09-27,LG C5 65-inch OLED TV,Amazon.in,246390.69
2024-09-27,LG C5 65-inch OLED TV,Flipkart,242705.11
2024-09-27,LG C5 65-inch OLED TV,RelianceDigital,258520.91
2024-09-27,LG C5 65-inch OLED TV,Croma,246533.88
2024-09-27,Sony PlayStation 5 Pro,Amazon.in,54142.25
2024-09-27,Sony PlayStation 5 Pro,Flipkart,55296.39
2024-09-27,Sony PlayStation 5 Pro,RelianceDigital,53293.65
2024-09-27,Sony PlayStation 5 Pro,Croma,56820.18
2024-09-27,Canon EOS R7 Camera,Amazon.in,128875.81
2024-09-27,Canon EOS R7 Camera,Flipkart,141053.75
2024-09-27,Canon EOS R7 Camera,RelianceDigital,138408.36
2024-09-27,Canon EOS R7 Camera,Croma,130782.9
2024-09-27,DJI Mini 5 Pro Drone,Amazon.in,84790.26
2024-09-27,DJI Mini 5 Pro Drone,Flipkart,92585.04
2024-09-27,DJI Mini 5 Pro Drone,RelianceDigital,91170.57
2024-09-27,DJI Mini 5 Pro Drone,Croma,92044.01
2024-09-27,Logitech MX Master 4 Mouse,Amazon.in,8219.37
2024-09-27,Logitech MX Master 4 Mouse,Flipkart,7654.11
2024-09-27,Logitech MX Master 4 Mouse,RelianceDigital,7882.01
2024-09-27,Logitech MX Master 4 Mouse,Croma,7669.55
2024-09-28,iPhone 16,Amazon.in,89859.02
2024-09-28,iPhone 16,Flipkart,94370.83
2024-09-28,iPhone 16,RelianceDigital,93122.04
2024-09-28,iPhone 16,Croma,91132.29
2024-09-28,Samsung Galaxy S26 Ultra,Amazon.in,117845.03
2024-09-28,Samsung Galaxy S26 Ultra,Flipkart,118027.36
2024-09-28,Samsung Galaxy S26 Ultra,RelianceDigital,117308.6
2024-09-28,Samsung Galaxy S26 Ultra,Croma,128138.41
2024-09-28,Google Pixel 10 Pro,Amazon.in,85996.82
2024-09-28,Google Pixel 10 Pro,Flipkart,86890.49
2024-09-28,Google Pixel 10 Pro,RelianceDigital,81119.78
2024-09-28,Google Pixel 10 Pro,Croma,88824.93
2024-09-28,OnePlus 14,Amazon.in,71545.04
2024-09-28,OnePlus 14,Flipkart,67590.56
2024-09-28,OnePlus 14,RelianceDigital,66832.16
2024-09-28,OnePlus 14,Croma,67899.68
2024-09-28,Dell XPS 15,Amazon.in,189327.68
2024-09-28,Dell XPS 15,Flipkart,192483.45
2024-09-28,Dell XPS 15,RelianceDigital,190483.04
2024-09-28,Dell XPS 15,Croma,188622.44
2024-09-28,Apple MacBook Air (M4),Amazon.in,121752.03
2024-09-28,Apple MacBook Air (M4),Flipkart,116209.89
2024-09-28,Apple MacBook Air (M4),RelianceDigital,116792.26
2024-09-28,Apple MacBook Air (M4),Croma,118551.79
2024-09-28,HP Spectre x360,Amazon.in,159333.37
2024-09-28,HP Spectre x360,Flipkart,165047.27
2024-09-28,HP Spectre x360,RelianceDigital,154058.97
2024-09-28,HP Spectre x360,Croma,159314.85
2024-09-28,Lenovo Legion 5 Pro,Amazon.in,141319.03
2024-09-28,Lenovo Legion 5 Pro,Flipkart,133836.07
2024-09-28,Lenovo Legion 5 Pro,RelianceDigital,142356.2
2024-09-28,Lenovo Legion 5 Pro,Croma,135865.64
2024-09-28,Sony WH-1000XM6 Headphones,Amazon.in,28396.34
2024-09-28,Sony WH-1000XM6 Headphones,Flipkart,31116.97
2024-09-28,Sony WH-1000XM6 Headphones,RelianceDigital,31132.07
2024-09-28,Sony WH-1000XM6 Headphones,Croma,30714.41
2024-09-28,Apple AirPods Pro 3,Amazon.in,24477.45
2024-09-28,Apple AirPods Pro 3,Flipkart,23847.7
2024-09-28,Apple AirPods Pro 3,RelianceDigital,25445.23
2024-09-28,Apple AirPods Pro 3,Croma,24802.29
2024-09-28,Bose QuietComfort Ultra Earbuds,Amazon.in,26000.63
